id,meta,translation
330,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([569], dtype=uint32), 'hy': array([534], dtype=uint32)}}","{'fr': 'Honorez notre table.', 'hy': 'Հիմա` ձեզ լավ ախորժակ, որ լինի լավ մարսողություն և այդ երկուսից հետո` քաջառողջություն:'}"
331,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([570], dtype=uint32), 'hy': array([535], dtype=uint32)}}","{'fr': 'Voici une place.', 'hy': 'Հաճո՞ է Ձերդ մեծությանը, որ նստի...'}"
332,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([575], dtype=uint32), 'hy': array([541], dtype=uint32)}}","{'fr': 'Restez assis, amis.', 'hy': '- Ձեզնից ո՞վ է այդ արել...'}"
333,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([576], dtype=uint32), 'hy': array([542], dtype=uint32)}}","{'fr': ""Monseigneur depuis l'enfance a ce mal."", 'hy': '- Ի՞նչը, տեր իմ...'}"
334,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([577], dtype=uint32), 'hy': array([543], dtype=uint32)}}","{'fr': 'Ces attaques passent vite.', 'hy': 'Դու չես կարող ասել,'}"
335,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([578, 579], dtype=uint32), 'hy': array([544], dtype=uint32)}}","{'fr': ""Le temps d'une pensée, il sera rétabli. Es-tu un homme ?"", 'hy': '- թե ես եմ արել և այդ արնոտ մազերով - գլուխդ մի թափահարիր:'}"
336,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([580], dtype=uint32), 'hy': array([545], dtype=uint32)}}","{'fr': 'Oui, et ayant le courage de voir cela qui effraierait le diable.', 'hy': 'Նստեք, արժանավոր բարեկամներ, տերն իմ հաճախ է այդպես և դեռ մանկուց...'}"
337,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([581], dtype=uint32), 'hy': array([546], dtype=uint32)}}","{'fr': 'Billevesées !', 'hy': 'Խնդրում եմ, նստեք, տկարությունն այս կարճատև է:'}"
338,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([582], dtype=uint32), 'hy': array([547, 548], dtype=uint32)}}","{'fr': 'lllusion forgée par votre peur... comme cette dague qui vous menait.', 'hy': 'Շուտով կրկին նա կառողջանա: Դու տղամա՞րդ ես, թե՞ չէ...'}"
339,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([583, 584], dtype=uint32), 'hy': array([549], dtype=uint32)}}","{'fr': 'Honte pure ! Pourquoi ces airs ?', 'hy': 'Այո, և` քաջ տղամարդ, որ հանդգնում է նայել մի բանի, որից դևն անգամ գույնը կգցի:'}"
340,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([585], dtype=uint32), 'hy': array([550], dtype=uint32)}}","{'fr': ""Il n'y a qu'un tabouret."", 'hy': 'Դատարկ բաներ, մեր վախերից ծնված պատկեր:'}"
341,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([586, 587, 588], dtype=uint32), 'hy': array([551], dtype=uint32)}}","{'fr': 'Regarde ! Comment peux-tu ! Arrière !', 'hy': 'Սա օդում տեսած դաշույնն է, որ քո ասելով` Դունկանի մոտ էր քեզ առաջնորդում:'}"
342,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([589], dtype=uint32), 'hy': array([552], dtype=uint32)}}","{'fr': 'Que la terre recouvre tes os sans moelle, ton sang glacé !', 'hy': 'Ամոթ է, այդ ի՞նչ է քո դեմքը դարձել:'}"
343,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([590], dtype=uint32), 'hy': array([553, 554], dtype=uint32)}}","{'fr': 'Tes yeux qui narguent sont sans vie.', 'hy': 'Չէ՞ որ նայում ես դու դատարկ աթոռին: Խնդրում եմ, նայիր, տես այնտեղ...'}"
344,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([591], dtype=uint32), 'hy': array([555], dtype=uint32)}}","{'fr': ""Tout ce qu'homme peut oser, j'ose."", 'hy': 'Ի՞նչ ես ասում.'}"
345,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([592], dtype=uint32), 'hy': array([556], dtype=uint32)}}","{'fr': ""Change de forme, et je t'affronte."", 'hy': 'ասում. չքվիր, աչքիցս կորիր, Ոսկրտիքն այդ միջուկ չունեն, պաղ է արյունն այդ:'}"
346,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([593, 594], dtype=uint32), 'hy': array([557], dtype=uint32)}}","{'fr': 'Va-t-en ! Ombre terrible, imposture, va-t-en !', 'hy': 'Եվ տեսողություն չկա այդ աչքերիդ մեջ, որոնք փայլում են:'}"
347,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([595, 596], dtype=uint32), 'hy': array([559], dtype=uint32)}}","{'fr': ""Quoi ? Dans votre folie vous n'êtes plus qu'un homme."", 'hy': 'Ինչ տեսք ուզում ես ստացիր, միայն ոչ այդ մեկը և հաղթ ջլերն իմ երբեք չեն սասանի:'}"
348,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([600], dtype=uint32), 'hy': array([562], dtype=uint32)}}","{'fr': 'On a connu des meurtres trop horribles pour être dits.', 'hy': '- Եթե ճշմարիտ է, որ այստեղ կանգնած եմ հիմա, ճշմարիտ է նաև, որ նրան ես տեսա:'}"
349,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([601], dtype=uint32), 'hy': array([563, 564], dtype=uint32)}}","{'fr': ""Mais en ces temps-là, décervelé, un homme mourait... et c'en était fini !"", 'hy': '- Օհ, ի~նչ ամոթ... Առաջ էլ է արյուն հեղվել` հին ժամանակներից մինչև հիմա:'}"
350,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([602], dtype=uint32), 'hy': array([565], dtype=uint32)}}","{'fr': ""Maintenant, il se relève et nous repousse d'un tabouret !"", 'hy': 'Այո, և դրանից հետո էլ սպանություններ են եղել, որոնց մասին լսելն իսկ սոսկալի է ունկերին:'}"
351,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([603], dtype=uint32), 'hy': array([566], dtype=uint32)}}","{'fr': 'Vous avez chassé la gaieté, par un surprenant désordre.', 'hy': 'Այն ժամանակ, սակայն, երբ մարդու ուղեղը գանգի միջից ցրեվ էր գալիս, մեռնում էր նա և այդ ` վերջն էր լինում նրա:'}"
352,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([604], dtype=uint32), 'hy': array([567, 568], dtype=uint32)}}","{'fr': 'Ces choses peuvent-elles venir et passer comme un nuage... sans laisser stupéfait ?', 'hy': 'Իսկ հիմա, նա նորեն ոտքի է ելնում` քսան մահացու վերքը գլխին և մեզ աթոռից վայր է գցում: Դու մեր ուրախությունը խաթարեցիր, հավաքույթն այս փչացրիր ապշեցուցիչ անկարգությամբ:'}"
353,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([605], dtype=uint32), 'hy': array([569], dtype=uint32)}}","{'fr': 'Vous me faites douter de mon propre caractère... quand je vous vois contempler ces choses... sans que votre joue pâlisse... alors que blêmit la mienne.', 'hy': 'Կարո՞ղ է նման բան լինել և անցնել առանց զարմանքի և ուշադրության` որպես սովորական ամառային ամպամածություն...'}"
354,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([606, 607, 608], dtype=uint32), 'hy': array([570], dtype=uint32)}}","{'fr': 'Quelles choses, Monseigneur ? Ne lui parlez pas, de grâce, cela aggrave son état. Les questions le mettent en rage.', 'hy': 'Ես զարմանում եմ սեփական , բնությունն իմանալով երբ մտածում եմ, որ դուք, նման տեսարանների վկան լինելով` ձեր այտերի կարմիրը կարող եք դեռ պահել, երբ վախից ահա` իմ գույնն է թռել:'}"
355,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([609], dtype=uint32), 'hy': array([571], dtype=uint32)}}","{'fr': 'Bonne nuit.', 'hy': 'Ի՞նչ տեսարանների, տեր իմ...'}"
356,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([610], dtype=uint32), 'hy': array([572], dtype=uint32)}}","{'fr': 'Oubliez le protocole, partez.', 'hy': 'Աղաչում եմ, մի խոսեք.'}"
357,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([611], dtype=uint32), 'hy': array([573, 574, 575], dtype=uint32)}}","{'fr': 'Que meilleure santé soutienne le Roi.', 'hy': 'նա ավելի ու ավելի կվատանա:. Հարցերն ավելի են գրգռում նրան: Միանգամից ցրվենք, գիշեր բարի...'}"
358,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([612], dtype=uint32), 'hy': array([576], dtype=uint32)}}","{'fr': 'Cela réclame du sang, dit-on.', 'hy': 'Պետք չէ կարգով գնալ, բոլորդ մեկեն հեռացեք:'}"
359,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([613, 614], dtype=uint32), 'hy': array([577], dtype=uint32)}}","{'fr': 'Le sang appelle le sang. On a connu des pierres en marche et des arbres tenant des discours.', 'hy': 'Բարի գիշեր և առողջություն Նորին մեծություն արքային:'}"
360,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([620], dtype=uint32), 'hy': array([584], dtype=uint32)}}","{'fr': ""Il n'en est pas un chez qui je n'aie domestique à mes gages."", 'hy': 'Ի՞նչ կասես, Մակդուֆը մերժեց գալ մեր մեծ հրավերքին:'}"
361,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([621], dtype=uint32), 'hy': array([586], dtype=uint32)}}","{'fr': 'Vous manquez de ce que nature exige:', 'hy': 'Ես այդ գիտեմ.'}"
362,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([622, 623], dtype=uint32), 'hy': array([587], dtype=uint32)}}","{'fr': 'le sommeil. Allons dormir.', 'hy': 'նրա տանը մի վարձու ծառա` լրտես ունեմ:'}"
363,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([627], dtype=uint32), 'hy': array([590], dtype=uint32)}}","{'fr': 'Pour mon bien, tout devra céder:', 'hy': 'Վաղը ես վհուկ գուշակների մոտ կգնամ:'}"
364,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([628], dtype=uint32), 'hy': array([591, 592], dtype=uint32)}}","{'fr': 'je suis dans le sang, si loin que rebrousser chemin serait... pénible autant que poursuivre.', 'hy': 'Նրանք ավելին կխոսեն, քանզի վատթարագույն միջոցով անգամ` ես վատթարագույնը պիտի իմանամ: Եվ իմ բարիքի առաջ` ամեն բան տեղի պիտի տա:'}"
365,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([629], dtype=uint32), 'hy': array([593], dtype=uint32)}}","{'fr': ""J'ai en tête d'étranges projets qui appellent à l'action... et qu'il faut accomplir avant de les avoir scrutés."", 'hy': 'Ես արյունով այնքան եմ թաթախված, որ հիմա նույնքան դժվար է հետ դառնալ, որքան և առաջնալ:'}"
366,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([630], dtype=uint32), 'hy': array([594], dtype=uint32)}}","{'fr': 'Nous sommes encore novices.', 'hy': 'Վատ բաներ կան իմ մտքում, որ ձեռքերիս են փոխանցվում ու գործադրություն են պահանջում` նախքան կշռադատվելը.'}"
367,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([633, 634, 635], dtype=uint32), 'hy': array([596], dtype=uint32)}}","{'fr': 'Que faites-vous ? Une oeuvre innommable. Double ouvrage et ennuis, feu brûlant, chaudron bouilli...', 'hy': 'Հայտնում է ծակոցը բթամատերիս, որ մի վատ բան է այս կողմը գալիս:'}"
368,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([636], dtype=uint32), 'hy': array([597], dtype=uint32)}}","{'fr': 'Crapaud qui sous pierre glacée 31 nuits a passé...', 'hy': 'Դե՞, կեսգիշերային ծածուկ, սև ջադու կախարդներ, ի՞նչ եք անում...'}"
369,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([637], dtype=uint32), 'hy': array([598, 599], dtype=uint32)}}","{'fr': 'A exsuder ton poison, va le premier au chaudron !', 'hy': 'Մի բան, որ անուն չունի: Ջանք ու տանջանք, զույգվիր, զույգվիր, Դավ ու փորձանք` նյութվիր, նյութվիր:'}"
370,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([638], dtype=uint32), 'hy': array([600], dtype=uint32)}}","{'fr': 'OEil de triton, langue de chien...', 'hy': 'Գորտը սառը քարի տակին, Գիշեր ու ցերեկ` երեսունմեկին:'}"
371,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([639], dtype=uint32), 'hy': array([601], dtype=uint32)}}","{'fr': ""Dard d'orvet, croc d'ophidien, aile de hibou, patte de batracien..."", 'hy': 'Թմրած թույնի շոգին պար գա, Մեր դյութանքից` կաթսան եռ գա:'}"
372,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([640], dtype=uint32), 'hy': array([602], dtype=uint32)}}","{'fr': 'Nez de Turc, lèvre de Tartare coupés par nuit de lune rare...', 'hy': 'Մողեսի աչք, դոդոշի բութ, Շան լեզու ու չղջիկի բուրդ:'}"
373,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([641], dtype=uint32), 'hy': array([603], dtype=uint32)}}","{'fr': 'Gras de serpent de marais, cuis dans le bouillon épais !', 'hy': 'Սղոսկուկի խայթն ու իժի լեզուն, Խառնել կենու շիվին և այծի լեղուն:'}"
374,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([642], dtype=uint32), 'hy': array([604], dtype=uint32)}}","{'fr': 'Foie de Juif blasphémateur, bile de chèvre, pétale de fleur !', 'hy': 'Կտրել թուրքի քիթ, շուրթեր` թաթարի, Երբ որ լուսինը խավարի:'}"
375,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([643, 644], dtype=uint32), 'hy': array([605], dtype=uint32)}}","{'fr': ""Je vous conjure, par votre état et quelle qu'en soit la source... - répondez-moi !"", 'hy': 'Ճահճի օձի միսը կաթսայում թող եփվի,'}"
376,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([645, 646], dtype=uint32), 'hy': array([606], dtype=uint32)}}","{'fr': '- Parle. Demande.', 'hy': 'Եվ զազրախոս հրեայի լյարդին խառնվի:'}"
377,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([647], dtype=uint32), 'hy': array([607], dtype=uint32)}}","{'fr': 'Veux-tu une réponse de nous, ou de nos maîtres ?', 'hy': 'իմ հարցումներին պիտի պատասխան տաք` ինչ կերպ էլ, որ իմացությունն այդ ստանաք:'}"
378,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([648], dtype=uint32), 'hy': array([608], dtype=uint32)}}","{'fr': 'Appelle-les, que je les voie.', 'hy': '- Հարցումդ արա:'}"
379,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([649], dtype=uint32), 'hy': array([612], dtype=uint32)}}","{'fr': 'Froidie par sang de babouin, Ia décoction est à point.', 'hy': 'Նրանց կանչեք, որ տեսնեմ:'}"
380,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([655], dtype=uint32), 'hy': array([614], dtype=uint32)}}","{'fr': 'Tu confirmes mes craintes.', 'hy': '- Պատասխանիր, անհայտ զորություն...'}"
381,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([656], dtype=uint32), 'hy': array([615], dtype=uint32)}}","{'fr': 'Mais encore un mot...', 'hy': '- Նա հարցումդ գիտե, դու միայն լսիր:'}"
382,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([659], dtype=uint32), 'hy': array([620], dtype=uint32)}}","{'fr': ""Nul né de femme n'atteindra Macbeth."", 'hy': 'Դաժան, խիստ ու անողոք եղիր.'}"
383,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([660, 661, 662], dtype=uint32), 'hy': array([621], dtype=uint32)}}","{'fr': ""Vis donc, Macduff ! . Qu'ai-je à craindre de toi 7."", 'hy': 'Խնդա մարդոց վրա, նրանց ուժը ծաղրիր,'}"
384,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([663], dtype=uint32), 'hy': array([622, 623], dtype=uint32)}}","{'fr': 'Mais prenons double sûreté, en contraignant le Destin.', 'hy': 'Քանզի կնոջից ծնված և ոչ մեկին Հասու չէ սպանել Մակբեթին: Քանզի` կնոջից ծնված և ոչ մեկին Հասու չէ սպանել Մակբեթին:'}"
385,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([664], dtype=uint32), 'hy': array([624], dtype=uint32)}}","{'fr': 'Point ne vivras !', 'hy': 'Ապրիր, ուրեմն, Մակդուֆ, ի՞նչ վախ ունեմ ես քեզնից...'}"
386,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([668], dtype=uint32), 'hy': array([627, 628], dtype=uint32)}}","{'fr': 'Tant que forêt de Birnam... ne sera montée à Dunsinane... cela ne sera jamais !', 'hy': '- Մակբեթին ոչինչ չի հաղթի: - Երբեք ու ոչինչ, քանի դեռ Դունսինեյնի Մեծ Բիրնամը նրա դեմ չի ելել:'}"
387,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([673, 674], dtype=uint32), 'hy': array([629], dtype=uint32)}}","{'fr': 'Mais mon coeur souhaite savoir... - si la lignée de Banquo régnera.', 'hy': 'Սակայն, այդ երբեք չպիտի լինի, զի ո՞վ կարող է անտառին իշխել ծառերին հրաման արձակել, որ արմատախիլ լինեն:'}"
388,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([675, 676], dtype=uint32), 'hy': array([630], dtype=uint32)}}","{'fr': ""- Ne demande plus rien. J'entends être obéi !"", 'hy': 'Քաղցրահունչ գուշակություն էր. շատ բարի:'}"
389,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([677], dtype=uint32), 'hy': array([631], dtype=uint32)}}","{'fr': 'Refusez cela, et malédiction soit sur vous !', 'hy': 'Բայց սիրտս տրոփյունով մի բան էլ է կամենում հարցնել:'}"
390,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([678, 679], dtype=uint32), 'hy': array([632], dtype=uint32)}}","{'fr': 'Tu ressembles trop à Banquo. Et ta couronne me crève les yeux !', 'hy': '- Բանքոյի զարմն այս երկրում - գահից ձեռք կքաշի՞...'}"
391,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([683], dtype=uint32), 'hy': array([636], dtype=uint32)}}","{'fr': 'Car Banquo, sous son casque de sang, me sourit... et me désigne sa lignée.', 'hy': 'Ինչպե՞ս. մի՞թե շարքն այս մինչև ահեղ վախճանի օրն է հասնելու...'}"
392,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([691], dtype=uint32), 'hy': array([641, 642, 643], dtype=uint32)}}","{'fr': ""Macduff est allé demander l'aide du pieux roi... pour éveiller Northumberland et le vaillant Seyward... afin que par leur secours nos tables retrouvent appétit... et nos nuits sommeil."", 'hy': 'Մակդուֆը փախել է: - Որտե՞ղ է թաքնվում... - Անգլիական պալատում, որտեղ Դունկանի որդին է ապրում:'}"
393,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([692], dtype=uint32), 'hy': array([644], dtype=uint32)}}","{'fr': 'Que nos fêtes se libèrent des couteaux sanglants.', 'hy': 'Մակդուֆը սուրբ թագաժառնգից օգնություն հայցելու է գնացել, որ նա Նորթումբերլանդին ու ահեղ Սիվարդին ոտքի հանի'}"
394,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([693, 694], dtype=uint32), 'hy': array([645], dtype=uint32)}}","{'fr': ""Qu'un ange du ciel s'envole vers la Cour d'Angleterre ! Que notre pays retrouve la grâce !"", 'hy': 'և նրանց շնորհիվ` մեր սեղանները կրկին լի լինեն, գիշերներն` անխռով որ խնջույք ու հավաքույթի ժամանակ արնոտ դաշույնները մեզ ահի չմատնեն:'}"
395,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([695], dtype=uint32), 'hy': array([647], dtype=uint32)}}","{'fr': 'Le doux Duncan est mort.', 'hy': 'Անգլիայի և փութով մեր տանջահար երկրին մի բարի լուր ավետեր...'}"
396,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([696], dtype=uint32), 'hy': array([649], dtype=uint32)}}","{'fr': ""Le doux Duncan, Macbeth l'a plaint: pardi, il était mort !"", 'hy': 'Շնորհաշատ ու բարի Դունկանը մեռած է:'}"
397,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([698], dtype=uint32), 'hy': array([650], dtype=uint32)}}","{'fr': 'Il ne faut pas traîner dehors.', 'hy': 'Շնորհաշատ Դունկանի համար Մակբեթը շատ ողբաց.'}"
398,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([699], dtype=uint32), 'hy': array([651, 652], dtype=uint32)}}","{'fr': 'Malcolm et Donalbain ont tué monstrueusement leur doux père.', 'hy': 'դե լավ, նա մեռավ: Եվ քաջարի Բանքոն` ուշ երեկոյան ճամփա ելավ:'}"
399,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([700], dtype=uint32), 'hy': array([653], dtype=uint32)}}","{'fr': 'Comme cela a désolé Macbeth !', 'hy': 'Նրան, կարող ենք ասել` Ֆլինսը սպանեց, քանզի Ֆլինսը փախավ:'}"
400,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([701], dtype=uint32), 'hy': array([654], dtype=uint32)}}","{'fr': ""S'il tenait sous clé Ies deux fils de Duncan..."", 'hy': 'Հետևաբար, մթով ճամփա ելնել պետք չէ:'}"
401,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([702], dtype=uint32), 'hy': array([655], dtype=uint32)}}","{'fr': ""Ce qu'à Dieu ne plaise... lls sauraient le prix du parricide !"", 'hy': 'Ինչ հրեշավոր բան է, որ Մալքոլմն ու Դոնալբեյնն իրենց բարի հորը սպանեցին:'}"
402,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([703], dtype=uint32), 'hy': array([656, 657], dtype=uint32)}}","{'fr': 'Fleance aussi.', 'hy': 'Անիծյալ վարմունք. Մակբեթը որքան թափեց արցունք...'}"
403,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([704], dtype=uint32), 'hy': array([658], dtype=uint32)}}","{'fr': 'Silence !', 'hy': '- Կարծում եմ, որ եթե որդիք Դունկանի նրա ձեռքի տակ դեռ լինեին.'}"
404,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([705], dtype=uint32), 'hy': array([659, 660], dtype=uint32)}}","{'fr': 'Quelles nouvelles ?', 'hy': '- և փառք Աստծո, որ ` չեն, նրանք կիմանային, թե ինչ ասել է հայր արքային սպանել: Եվ Ֆլինսը` նույնպես ...'}"
