id,meta,translation
4016,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([178], dtype=uint32), 'eo': array([174], dtype=uint32)}}","{'bs': 'Tko si ti?', 'eo': 'Kiu vi estas?'}"
4017,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([179], dtype=uint32), 'eo': array([175], dtype=uint32)}}","{'bs': 'Zašto te ne mogu vidjeti?', 'eo': 'Kial mi ne povas vidi vin?'}"
4018,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([180], dtype=uint32), 'eo': array([176], dtype=uint32)}}","{'bs': 'Ginger.', 'eo': 'Ginger.'}"
4019,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([181, 182], dtype=uint32), 'eo': array([177], dtype=uint32)}}","{'bs': 'Ginger, vidiš me? Ona te vidi.', 'eo': 'Ginger, ĉu vi vidas min?'}"
4020,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([183], dtype=uint32), 'eo': array([178], dtype=uint32)}}","{'bs': 'Psi su drugačiji.', 'eo': 'Ĝi vidas vin.'}"
4021,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([184], dtype=uint32), 'eo': array([180], dtype=uint32)}}","{'bs': '- Da li me sada možeš vidjeti?', 'eo': '- Ĉu vi nun vidas min?'}"
4022,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([185], dtype=uint32), 'eo': array([181], dtype=uint32)}}","{'bs': '- Jesi li to ti, doktore?', 'eo': '- Ĉu estas vi, kara?'}"
4023,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([186], dtype=uint32), 'eo': array([182], dtype=uint32)}}","{'bs': '- Zašto si tako zamagljen?', 'eo': 'Kial vi estas tiel malklara?'}"
4024,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([187, 188], dtype=uint32), 'eo': array([183], dtype=uint32)}}","{'bs': '- Bit ću jasniji kada to budeš želio, Chris. Da li si zbunjen time što si tako brzo došao kući?', 'eo': 'Mi klariĝos, kiam vi tion ekvolos, Kris.'}"
4025,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([189], dtype=uint32), 'eo': array([184], dtype=uint32)}}","{'bs': 'Snovi ne funkcioniraju u vremenu, doc.', 'eo': 'Ĉu vi estas konfuzita pro tio, kiel vi tiel rapide hejmrevenis?'}"
4026,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([190], dtype=uint32), 'eo': array([185], dtype=uint32)}}","{'bs': 'Vrijeme ne postoji.', 'eo': 'En sonĝoj mankas tempo.'}"
4027,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([191], dtype=uint32), 'eo': array([187], dtype=uint32)}}","{'bs': 'Ti si umro, Chris.', 'eo': 'Vi mortis, Kris.'}"
4028,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([192], dtype=uint32), 'eo': array([188], dtype=uint32)}}","{'bs': 'Zasigurno sanjaš, doc.', 'eo': 'Vi devas esti sonĝo.'}"
4029,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([193, 194], dtype=uint32), 'eo': array([189], dtype=uint32)}}","{'bs': 'Da sam mrtav, da li bi mi to trebao reći? Pretpostavljam da ne bi.', 'eo': 'Se mi mortus, ĉu mi bezonus, ke vi diru tion al mi?'}"
4030,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([195], dtype=uint32), 'eo': array([190], dtype=uint32)}}","{'bs': 'Svatko je različit.', 'eo': 'Ŝajnas, ke jes.'}"
4031,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([196, 197], dtype=uint32), 'eo': array([192], dtype=uint32)}}","{'bs': 'Željela bih da svi odete kući. Znate.', 'eo': '- Mi deziras, ke ĉiuj hejmrevenu.'}"
4032,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([198], dtype=uint32), 'eo': array([193, 194], dtype=uint32)}}","{'bs': 'Kako to da sve mogu vidjeti?', 'eo': '- Mi scias. Kial mi povas vidi ĉiujn?'}"
4033,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([200], dtype=uint32), 'eo': array([195], dtype=uint32)}}","{'bs': 'Ja znam da mene ne želiš vidjeti.', 'eo': 'Ĉiujn krom...'}"
4034,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([201], dtype=uint32), 'eo': array([196], dtype=uint32)}}","{'bs': 'Ne želiš biti mrtav.', 'eo': 'Vi ne volas vidi min.'}"
4035,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([202], dtype=uint32), 'eo': array([197], dtype=uint32)}}","{'bs': 'Djeca su bila tako mlada kada su poginula.', 'eo': 'Vi ne volas esti mortinta.'}"
4036,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([203], dtype=uint32), 'eo': array([198], dtype=uint32)}}","{'bs': 'Želim da zapamtiš da su to tvoja djeca.', 'eo': 'La infanoj estis tiel junaj kiam ili mortis.'}"
4037,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([204], dtype=uint32), 'eo': array([200], dtype=uint32)}}","{'bs': 'Kada su još uvijek bila živa.', 'eo': 'Kiam ili ankoraŭ estis vivantaj.'}"
4038,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([205], dtype=uint32), 'eo': array([201], dtype=uint32)}}","{'bs': 'Kada bude išla u bolnicu, želim i ja ići.', 'eo': 'Kiam ĝi iros al malsanulejo, ankaŭ mi iros.'}"
4039,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([206], dtype=uint32), 'eo': array([202], dtype=uint32)}}","{'bs': 'Marie, Katie neće...', 'eo': 'Marie...'}"
4040,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([207], dtype=uint32), 'eo': array([204], dtype=uint32)}}","{'bs': 'Katie neće ići u bolnicu da bi ozdravila.', 'eo': 'Katie ne iras tien por kuraciĝi.'}"
4041,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([208], dtype=uint32), 'eo': array([205], dtype=uint32)}}","{'bs': 'Medena?', 'eo': 'Kara?'}"
4042,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([209], dtype=uint32), 'eo': array([206], dtype=uint32)}}","{'bs': 'Dat će joj injekciju.', 'eo': 'Ili injektos ĝin.'}"
4043,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([210], dtype=uint32), 'eo': array([207], dtype=uint32)}}","{'bs': 'Nju to ništa neće boljeti i ona će zaspati.', 'eo': 'Tio ne doloros...'}"
4044,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([211], dtype=uint32), 'eo': array([208], dtype=uint32)}}","{'bs': 'Hoćete li ubiti mog psa?', 'eo': '- ... kaj ĝi endormos.'}"
4045,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([212], dtype=uint32), 'eo': array([209, 210], dtype=uint32)}}","{'bs': 'Pomoći ću joj da umre, da.', 'eo': '- Ĉu vi volas mortigi mian hundon? Mi volas helpi al ĝi morti, jes.'}"
4046,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([213, 214], dtype=uint32), 'eo': array([211], dtype=uint32)}}","{'bs': 'Dušo, ona ima jako velike bolove i ništa joj ne može pomoći. Pa ću ja to prekinuti, zato što je volim.', 'eo': 'Kara, ĝi havas multajn dolorojn... kaj nenio povas helpi al ĝi.'}"
4047,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([215], dtype=uint32), 'eo': array([213], dtype=uint32)}}","{'bs': 'Ubit ćeš mi psa.', 'eo': '- ...ĉar mi amas ĝin.'}"
4048,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([216, 217], dtype=uint32), 'eo': array([215], dtype=uint32)}}","{'bs': 'Postaješ bijesna. Smrt to izaziva.', 'eo': 'Vi koleras.'}"
4049,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([218], dtype=uint32), 'eo': array([217], dtype=uint32)}}","{'bs': 'Što će joj se dogoditi?', 'eo': 'Kio okazos al ĝi poste?'}"
4050,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([219], dtype=uint32), 'eo': array([219], dtype=uint32)}}","{'bs': 'Hm... otići će gdje svi idemo.', 'eo': 'Ĝi iros tien, kien ni ĉiuj iros.'}"
4051,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([220], dtype=uint32), 'eo': array([220], dtype=uint32)}}","{'bs': 'I kako to može biti loše?', 'eo': 'Kaj ĉu tio povas esti malbona?'}"
4052,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([221, 222], dtype=uint32), 'eo': array([221], dtype=uint32)}}","{'bs': 'Hajde, tata. O, moja noga!', 'eo': 'Iru, patro.'}"
4053,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([223, 224, 225], dtype=uint32), 'eo': array([222], dtype=uint32)}}","{'bs': 'O, o, aa, gotov si! Aa. O.', 'eo': 'Ho mia gambo!'}"
4054,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([226], dtype=uint32), 'eo': array([223], dtype=uint32)}}","{'bs': 'Hvala ti što nisi poslušao mamu.', 'eo': 'Dankon, ke vi ne aŭskultis panjon.'}"
4055,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([227], dtype=uint32), 'eo': array([224], dtype=uint32)}}","{'bs': '- U vezi čega?', 'eo': '- Pri kio?'}"
4056,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([228, 229], dtype=uint32), 'eo': array([225], dtype=uint32)}}","{'bs': '- Pa, ne znam, jednostavno ona stalno nešto brine. I tako cijeli dan.', 'eo': '- Do, mi ne scias, iri ĉi tien eksteren.'}"
4057,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([230], dtype=uint32), 'eo': array([226, 227], dtype=uint32)}}","{'bs': 'Znaš, ona nije željela da ovo učinimo zbog ne znam, ocjena i sličnog.', 'eo': 'Kaj ĉi tiu tuta tago. Ŝi ne volis, ke ni faru tion, pro...'}"
4058,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([231], dtype=uint32), 'eo': array([229], dtype=uint32)}}","{'bs': 'Tvoja majka i ja smo razgovarali.', 'eo': 'Do via patrino kaj mi interparolis.'}"
4059,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([232], dtype=uint32), 'eo': array([230], dtype=uint32)}}","{'bs': 'I... znaš da često slušamo jedno drugo.', 'eo': 'Kaj, ni ĉiam aŭskultas unu la alian.'}"
4060,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([233], dtype=uint32), 'eo': array([231], dtype=uint32)}}","{'bs': 'Pa, o čemu ste razgovarali?', 'eo': 'Do, pri kio vi parolis?'}"
4061,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([234], dtype=uint32), 'eo': array([232], dtype=uint32)}}","{'bs': 'O tome da te ispišemo iz Head-Roycea.', 'eo': 'Pri forpreni vin de Head-Royce.'}"
4062,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([235], dtype=uint32), 'eo': array([233], dtype=uint32)}}","{'bs': 'Ta škola je pogrešna za tebe.', 'eo': 'La lernejo estas malĝusta por vi.'}"
4063,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([236], dtype=uint32), 'eo': array([234], dtype=uint32)}}","{'bs': 'Ovo je vrijeme...', 'eo': 'Nun estas tempo...'}"
4064,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([237], dtype=uint32), 'eo': array([235], dtype=uint32)}}","{'bs': 'Gdje smo sada?', 'eo': 'Nun estas tempo...'}"
4065,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([238], dtype=uint32), 'eo': array([236, 237], dtype=uint32)}}","{'bs': 'Možda ne želiš da ostanemo, Chris.', 'eo': 'Kie ni estas nun? Eble vi ne volas resti ĉi tie, Kris.'}"
4066,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([239], dtype=uint32), 'eo': array([238], dtype=uint32)}}","{'bs': 'Ovo je tvoj pogreb.', 'eo': 'Ĉi tiu estas via funebra ceremonio.'}"
4067,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([240, 241], dtype=uint32), 'eo': array([239], dtype=uint32)}}","{'bs': 'Na čemu sam ja to? Ti si stvarno, stvarno zbrkan.', 'eo': 'Kion oni injektis al mi?'}"
4068,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([242, 243], dtype=uint32), 'eo': array([241], dtype=uint32)}}","{'bs': 'Bar želiš vidjeti sebe. Polako gubiš strah.', 'eo': 'Almenaŭ vi volas vidi vin mem.'}"
4069,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([244, 245], dtype=uint32), 'eo': array([243], dtype=uint32)}}","{'bs': '- Strah? - Da si nestao.', 'eo': 'Timon?'}"
4070,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([246], dtype=uint32), 'eo': array([244], dtype=uint32)}}","{'bs': 'Nisi.', 'eo': 'Ke vi malaperis.'}"
4071,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([247], dtype=uint32), 'eo': array([245], dtype=uint32)}}","{'bs': 'Samo si umro.', 'eo': 'Vi ne malaperis.'}"
4072,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([248], dtype=uint32), 'eo': array([247], dtype=uint32)}}","{'bs': 'Žena... koja je izgubila svoju djecu prije samo četiri godine.', 'eo': 'Virino... kiu perdis siajn infanojn nur antaŭ kvar jaroj.'}"
4073,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([249], dtype=uint32), 'eo': array([248], dtype=uint32)}}","{'bs': '-Svakoga dana su u božjim molitvama.', 'eo': 'Ĉiutage en la preĝoj al Dio.'}"
4074,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([250], dtype=uint32), 'eo': array([249], dtype=uint32)}}","{'bs': '- Celia, o o... nije valjda.', 'eo': 'Celia, ĉu vi estas ĉi tie?'}"
4075,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([254], dtype=uint32), 'eo': array([251], dtype=uint32)}}","{'bs': 'Ova je poklon, za mene.', 'eo': 'Ĉi tiu estas ŝia donaco... por mi.'}"
4076,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([255], dtype=uint32), 'eo': array([252], dtype=uint32)}}","{'bs': 'Danas je naša dupla D-godišnjica.', 'eo': 'Estas nia duobla D-festo.'}"
4077,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([256, 257], dtype=uint32), 'eo': array([253], dtype=uint32)}}","{'bs': 'Ovo je jako poseban dan. To je njeno viđenje našeg mjesta.', 'eo': 'Estas nia speciala tago.'}"
4078,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([258], dtype=uint32), 'eo': array([254, 255], dtype=uint32)}}","{'bs': '- Vašeg mjesta?', 'eo': 'Tio estas ŝia versio de nia lokoj. - Viaj lokoj?'}"
4079,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([259], dtype=uint32), 'eo': array([256], dtype=uint32)}}","{'bs': '- Gdje smo se sreli.', 'eo': '- Kie ni la unuan fojon renkontiĝis.'}"
4080,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([260, 261, 262], dtype=uint32), 'eo': array([257], dtype=uint32)}}","{'bs': 'Gdje ćemo otići kada ostarimo. Pretpostavljam. Da živimo naše živote.', 'eo': 'Kien ni forirus, kiam ni pensiiĝos, mi pensas.'}"
4081,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([263], dtype=uint32), 'eo': array([258], dtype=uint32)}}","{'bs': 'Dva stara kvocala.', 'eo': 'Elvivi niajn vivojn.'}"
4082,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([264], dtype=uint32), 'eo': array([260], dtype=uint32)}}","{'bs': 'Baš ovdje.', 'eo': 'Ĝuste tie.'}"
4083,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([265, 266], dtype=uint32), 'eo': array([261], dtype=uint32)}}","{'bs': 'Tu je naša kuća iz snova. Ovo sam ja, pretpostavljam.', 'eo': 'Tio estas domo de niaj revoj.'}"
4084,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([267, 268], dtype=uint32), 'eo': array([263], dtype=uint32)}}","{'bs': 'Ova zamagljena je valjda Annie. Izgleda nalik nekome, doc.', 'eo': 'Tiu malklara figuro estas Annie.'}"
4085,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([269, 270], dtype=uint32), 'eo': array([265], dtype=uint32)}}","{'bs': 'Pogreb je završen, doc. Zašto se ovo nastavlja poslije pogreba?', 'eo': 'La ceremonio finiĝis.'}"
4086,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([271], dtype=uint32), 'eo': array([267, 268], dtype=uint32)}}","{'bs': 'Dragi dnevniče pišem po tvojim stranicama gluposti, zato što je moj psihijatar luđi od mene.', 'eo': 'Kara taglibro.. Mi skribis ĉi tie, ĉar mia psikiatro estas pli freneza ol mi.'}"
4087,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([272], dtype=uint32), 'eo': array([269], dtype=uint32)}}","{'bs': 'On misli da si ti terapija.', 'eo': 'Li pensas, ke vi estas terapio.'}"
4088,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([273, 274], dtype=uint32), 'eo': array([270], dtype=uint32)}}","{'bs': 'On pretpostavlja da ako me smrt dvoje djece odvela na psihijatriju, što će se tek sada dogoditi? On je tako glup.', 'eo': 'Kiam du infanoj frenezigis min ĝis frenezulejo, kiel mi reagus nun?'}"
4089,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([275], dtype=uint32), 'eo': array([272, 273], dtype=uint32)}}","{'bs': 'On je toliko glup da misli da me izvukao kada je to uvijek mogao samo Chris.', 'eo': 'Li pensas, ke li helpis min en la antaŭa kolapso. Sed tiu estis Kristy.'}"
4090,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([276], dtype=uint32), 'eo': array([274], dtype=uint32)}}","{'bs': 'Uvijek.', 'eo': 'Ĉiam.'}"
4091,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([277], dtype=uint32), 'eo': array([275], dtype=uint32)}}","{'bs': 'Samo Chris.', 'eo': 'Nur Kris.'}"
4092,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([278], dtype=uint32), 'eo': array([276, 277], dtype=uint32)}}","{'bs': '- O, Isuse...', 'eo': 'Ho. Dio...'}"
4093,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([279, 280], dtype=uint32), 'eo': array([278], dtype=uint32)}}","{'bs': '- Gledala sam njegove razglednice. Slike su bile njegova opsesija.', 'eo': 'Mi rigardis liajn poŝtkartojn.'}"
4094,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([281], dtype=uint32), 'eo': array([279, 280], dtype=uint32)}}","{'bs': 'Koristio je umjetnost da me voli, da mi pomogne.', 'eo': 'Pentraĵoj estis lia obsedo. Li uzis arton por ami min, por helpi min.'}"
4095,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([282], dtype=uint32), 'eo': array([281], dtype=uint32)}}","{'bs': 'Da nas uvijek zadrži zajedno.', 'eo': 'Por ĉiam kunigi nin.'}"
4096,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([284], dtype=uint32), 'eo': array([282], dtype=uint32)}}","{'bs': 'Ovdje sam, ljubavi.', 'eo': 'Annie?'}"
4097,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([285], dtype=uint32), 'eo': array([283], dtype=uint32)}}","{'bs': 'Još uvijek postojim.', 'eo': 'Mi estas ĉi tie, kara.'}"
4098,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([286, 287], dtype=uint32), 'eo': array([285], dtype=uint32)}}","{'bs': 'Misliš na mene. Nastavi misliti na mene.', 'eo': 'Vi pensas pri mi.'}"
4099,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([288], dtype=uint32), 'eo': array([286], dtype=uint32)}}","{'bs': 'Hajde, sa mnom.', 'eo': 'Daŭre pensu pri mi.'}"
4100,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([289], dtype=uint32), 'eo': array([287], dtype=uint32)}}","{'bs': 'Uvijek ćeš biti sa mnom.', 'eo': 'Jes, kun mi.'}"
4101,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([290], dtype=uint32), 'eo': array([288], dtype=uint32)}}","{'bs': 'Sjećaš se.', 'eo': 'Vi ĉiam estis kun mi.'}"
4102,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([291, 292], dtype=uint32), 'eo': array([289], dtype=uint32)}}","{'bs': 'Dvoje koji jedno drugom završavaju rečenice. Sjećaš se nas?', 'eo': 'Ni ĉiam finadis la frazojn unu de la alia.'}"
4103,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([293], dtype=uint32), 'eo': array([291], dtype=uint32)}}","{'bs': 'Još uvijek postojim.', 'eo': 'Mi ankoraŭ ekzistas.'}"
4104,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([294], dtype=uint32), 'eo': array([292], dtype=uint32)}}","{'bs': 'Još uvijek postojim!', 'eo': 'Mi ankoraŭ ekzistas!'}"
4105,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([295, 296], dtype=uint32), 'eo': array([293], dtype=uint32)}}","{'bs': 'Još uvijek postojim. Napiši to.', 'eo': '(Mi ankoraŭ ekzistas.)'}"
4106,"{'year': 1998, 'imdbId': 120889, 'subtitleId': {'bs': 3862968, 'eo': 5818302}, 'sentenceIds': {'bs': array([297], dtype=uint32), 'eo': array([295], dtype=uint32)}}","{'bs': 'Napiši.', 'eo': 'Skribu tion.'}"
